# First Time Slice of PEMS04 Data
62.0000, 0.0077, 67.9000
56.0000, 0.0112, 68.4000
90.0000, 0.0143, 68.2000
32.0000, 0.0074, 66.3000
19.0000, 0.0073, 65.4000
68.0000, 0.0113, 68.7000
24.0000, 0.0078, 66.1000
24.0000, 0.0054, 69.1000
31.0000, 0.0059, 68.0000
31.0000, 0.0037, 66.1000
90.0000, 0.0130, 70.0000
35.0000, 0.0081, 67.9000
124.0000, 0.0140, 69.7000
36.0000, 0.0095, 65.9000
27.0000, 0.0064, 66.9000
37.0000, 0.0073, 67.5000
68.0000, 0.0109, 66.6000
91.0000, 0.0151, 68.0000
75.0000, 0.0084, 68.7000
71.0000, 0.0123, 66.8000
30.0000, 0.0072, 69.2000
21.0000, 0.0094, 66.0000
16.0000, 0.0058, 67.0000
30.0000, 0.0084, 67.7000
36.0000, 0.0074, 67.9000
37.0000, 0.0078, 67.5000
82.0000, 0.0147, 68.6000
17.0000, 0.0025, 69.3000
120.0000, 0.0173, 69.0000
72.0000, 0.0169, 68.0000
60.0000, 0.0110, 69.5000
14.0000, 0.0021, 64.9000
97.0000, 0.0130, 72.7000
69.0000, 0.0160, 64.8000
50.0000, 0.0066, 68.0000
33.0000, 0.0049, 66.8000
38.0000, 0.0063, 67.0000
42.0000, 0.0054, 67.8000
31.0000, 0.0085, 67.1000
93.0000, 0.0212, 65.7000
47.0000, 0.0089, 67.6000
255.0000, 0.0909, 60.2000
85.0000, 0.0113, 72.3000
83.0000, 0.0104, 67.8000
30.0000, 0.0081, 70.7000
97.0000, 0.0133, 69.7000
6.0000, 0.0053, 67.1000
26.0000, 0.0068, 67.3000
29.0000, 0.0052, 71.1000
33.0000, 0.0174, 66.2000
56.0000, 0.0158, 66.1000
101.0000, 0.0188, 68.2000
101.0000, 0.0196, 66.6000
128.0000, 0.0133, 71.5000
20.0000, 0.0044, 66.4000
72.0000, 0.0126, 69.5000
112.0000, 0.0193, 68.9000
175.0000, 0.0245, 71.8000
128.0000, 0.0219, 70.4000
61.0000, 0.0117, 64.0000
7.0000, 0.0052, 65.0000
85.0000, 0.0146, 68.7000
27.0000, 0.0059, 67.1000
72.0000, 0.0123, 69.3000
30.0000, 0.0056, 68.6000
83.0000, 0.0201, 63.4000
21.0000, 0.0048, 66.5000
155.0000, 0.0312, 68.4000
47.0000, 0.0231, 68.8000
196.0000, 0.0313, 67.1000
0.0000, 0.0000, 68.2000
44.0000, 0.0062, 67.3000
97.0000, 0.0174, 66.7000
47.0000, 0.0077, 68.8000
0.0000, 0.0000, 68.2000
74.0000, 0.0137, 67.6000
62.0000, 0.0103, 66.8000
87.0000, 0.0145, 68.1000
81.0000, 0.0113, 70.8000
127.0000, 0.0128, 68.6000
105.0000, 0.0187, 68.9000
119.0000, 0.0195, 64.7000
165.0000, 0.0208, 71.4000
17.0000, 0.0056, 65.6000
59.0000, 0.0125, 65.9000
103.0000, 0.0515, 64.7000
44.0000, 0.0074, 69.0000
45.0000, 0.0235, 63.4000
43.0000, 0.0050, 72.3000
75.0000, 0.0269, 58.2000
74.0000, 0.0125, 67.4000
71.0000, 0.0128, 72.7000
95.0000, 0.0127, 68.2000
45.0000, 0.0109, 67.0000
60.0000, 0.0103, 68.5000
96.0000, 0.0147, 70.9000
121.0000, 0.0140, 78.1000
197.0000, 0.0322, 70.6000
35.0000, 0.0193, 62.9000
178.0000, 0.0349, 60.3000
90.0000, 0.0117, 68.2000
293.0000, 0.0207, 76.3000
32.0000, 0.0078, 69.6000
101.0000, 0.0248, 62.3000
20.0000, 0.0044, 69.9000
11.0000, 0.0034, 68.8000
106.0000, 0.0181, 68.4000
6.0000, 0.0020, 68.2000
81.0000, 0.0094, 69.0000
51.0000, 0.0067, 70.0000
91.0000, 0.0127, 71.9000
183.0000, 0.0270, 63.7000
49.0000, 0.0239, 68.3000
62.0000, 0.0351, 65.8000
39.0000, 0.0076, 68.6000
12.0000, 0.0019, 70.6000
22.0000, 0.0038, 68.1000
67.0000, 0.0106, 68.2000
79.0000, 0.0120, 69.1000
116.0000, 0.0162, 70.8000
126.0000, 0.0212, 74.7000
52.0000, 0.0064, 70.1000
56.0000, 0.0103, 65.8000
38.0000, 0.0069, 66.2000
133.0000, 0.0260, 68.4000
97.0000, 0.0231, 64.9000
19.0000, 0.0070, 66.1000
92.0000, 0.0128, 68.5000
1.0000, 0.0002, 65.1000
42.0000, 0.0227, 63.3000
6.0000, 0.0052, 65.0000
9.0000, 0.0077, 65.0000
8.0000, 0.0029, 68.1000
23.0000, 0.0099, 66.7000
36.0000, 0.0079, 68.3000
38.0000, 0.0083, 67.2000
0.0000, 0.0000, 71.2000
37.0000, 0.0056, 62.5000
77.0000, 0.0247, 61.1000
0.0000, 0.0000, 68.2000
42.0000, 0.0103, 65.8000
37.0000, 0.0098, 66.8000
175.0000, 0.0420, 64.4000
103.0000, 0.0290, 64.1000
36.0000, 0.0113, 68.9000
47.0000, 0.0236, 63.3000
113.0000, 0.0191, 63.8000
87.0000, 0.0236, 64.7000
56.0000, 0.0113, 68.8000
56.0000, 0.0113, 68.8000
56.0000, 0.0113, 68.8000
88.0000, 0.0250, 64.2000
81.0000, 0.0238, 64.0000
92.0000, 0.0113, 69.4000
124.0000, 0.0558, 64.5000
52.0000, 0.0244, 63.7000
37.0000, 0.0199, 63.0000
40.0000, 0.0206, 64.9000
67.0000, 0.0225, 63.7000
115.0000, 0.0178, 66.8000
80.0000, 0.0217, 64.9000
60.0000, 0.0175, 66.1000
94.0000, 0.0234, 64.7000
90.0000, 0.0204, 67.9000
148.0000, 0.0302, 65.0000
23.0000, 0.0106, 68.5000
88.0000, 0.0219, 59.8000
95.0000, 0.0215, 66.9000
89.0000, 0.0194, 68.3000
73.0000, 0.0113, 68.7000
73.0000, 0.0113, 68.7000
60.0000, 0.0678, 68.5000
36.0000, 0.0113, 68.9000
77.0000, 0.0092, 71.5000
129.0000, 0.0287, 64.5000
92.0000, 0.0182, 67.1000
78.0000, 0.0094, 70.0000
73.0000, 0.0113, 68.7000
61.0000, 0.0097, 67.6000
73.0000, 0.0113, 68.7000
36.0000, 0.0113, 68.9000
36.0000, 0.0113, 68.9000
71.0000, 0.0301, 63.8000
36.0000, 0.0113, 68.9000
71.0000, 0.0303, 63.9000
54.0000, 0.0246, 66.4000
24.0000, 0.0143, 66.0000
53.0000, 0.0201, 63.4000
88.0000, 0.0275, 64.1000
36.0000, 0.0113, 68.9000
47.0000, 0.0227, 63.3000
36.0000, 0.0113, 68.9000
36.0000, 0.0113, 68.9000
36.0000, 0.0113, 68.9000
36.0000, 0.0113, 68.9000
36.0000, 0.0113, 68.9000
18.0000, 0.0057, 65.9000
36.0000, 0.0113, 68.9000
36.0000, 0.0113, 68.9000
36.0000, 0.0113, 68.9000
36.0000, 0.0113, 68.9000
0.0000, 0.0000, 69.0000
19.0000, 0.0024, 70.8000
114.0000, 0.0367, 68.7000
352.0000, 0.0980, 38.6000
0.0000, 0.0000, 68.2000
32.0000, 0.0069, 68.4000
113.0000, 0.0159, 71.4000
21.0000, 0.0019, 71.4000
68.0000, 0.0071, 70.1000
41.0000, 0.0062, 67.0000
85.0000, 0.0193, 67.0000
44.0000, 0.0128, 63.2000
70.0000, 0.0107, 71.3000
26.0000, 0.0057, 67.1000
20.0000, 0.0032, 69.3000
32.0000, 0.0059, 68.1000
20.0000, 0.0040, 69.1000
25.0000, 0.0047, 68.7000
26.0000, 0.0046, 67.9000
56.0000, 0.1469, 68.7000
38.0000, 0.0080, 66.2000
52.0000, 0.0081, 68.3000
0.0000, 0.0000, 69.0000
9.0000, 0.0028, 66.5000
24.0000, 0.0087, 67.4000
0.0000, 0.0000, 68.2000
17.0000, 0.0057, 68.0000
26.0000, 0.0088, 70.0000
56.0000, 0.0258, 63.6000
33.0000, 0.0145, 65.9000
41.0000, 0.0149, 66.2000
11.0000, 0.0025, 68.2000
23.0000, 0.0076, 66.7000
179.0000, 0.0303, 70.1000
85.0000, 0.0203, 64.7000
93.0000, 0.0227, 64.5000
